id,checked,notes,slug,tecservices_id,organization_name,organization_type,full_address,address,city,state,zip_code,org_phone,hours,website,appointment,internet,wifi,training,pc_use_restrictions,hardware_public,assistive_technology,internet_upload,internet_download,volunteers_used,volunteers_used_how,volunteers_wanted_how,public_wifi_detail,nearest_parking,nearest_parking_detail,public_transportation_detail,time_allowed_per_user,time_allowed_per_user_detail,room_list,handicap_access_detail,friendly_description,agency_leadership_contact,agency_staff_person_contact_email,twitter_handle,training_types,flickr_tag,training_headline,training_description,training_url,october_open_house,location_leadership,location_leadership_email,pcc_staff_person,pcc_staff_person_email,latitude,longitude
92,yes,unable to find information on computer labs; not Lumity; JC receiving information,goodwill-industries-job-training-center-2435-w-63rd-street,,Goodwill Industries Job Training Center,Community Technology Center,"2435 W. 63rd Street Chicago, IL 60629",2435 W. 63rd Street,Chicago,IL,60629,(312) 212-1290,M-F: 8:30AM-4PM,http://www.goodwillchicago.com/page.asp?dbID=78,0,1,0,1,,,,,,,"Volunteers assist and support staff in administrative support roles, usually contacting / re-engaging customers, informing customers of hiring events, workshops, etc.","To assist and support staff in administrative tasks, usually contacting / re-engaging customers, filing paperwork, informing customers of hiring events, workshops, etc.",,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org,  jcarter@lumity.org",,,pcc-goodwill-industries-of-92,,,,,,,,,41.7791448,-87.6851616
93,yes,unable to find information on computer labs; not Lumity; JC receiving information,goodwill-industries-job-training-center-819-s-wabash,,Goodwill Industries Job Training Center,Community Technology Center,"819 S. Wabash Chicago, IL 60605",819 S. Wabash,Chicago,IL,60605,(312) 212-1290,M-F: 8:30AM-4PM,http://www.goodwillchicago.com/page.asp?dbID=78,1,1,0,1,,,,,,,"Volunteers assist and support staff in administrative support roles, usually contacting / re-engaging customers, informing customers of hiring events, workshops, etc.","To assist and support staff in administrative tasks, usually contacting / re-engaging customers, filing paperwork, informing customers of hiring events, workshops, etc.",,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org,  jcarter@lumity.org",,,pcc-goodwill-industries-of-93,,,,,,,,,41.871285,-87.62541
94,yes,updated per Lumity site,greater-auburn-gresham-development-corporation-1159-w-79th-street,,Greater Auburn Gresham Development Corporation,Community Technology Center,"1159 W. 79th Street Chicago, IL 60620",1159 W. 79th Street,Chicago,IL,60620,(773) 483-3696,M-F 9AM- 5PM,http://www.auburngreshamportal.org,1,1,1,1,N/A,50+,Accesible,N/A,N/A,yes,Training & Lab Supervision,Same,No public wifi offered,Free,Public Street Parking,Bus stops directly in front of facility or directly accross the street (depending on which bus you are taking),No set time but may be based upon how many people waiting to use computers.,No limit,,Accessible right off the street one floor,"Part of the Business Resource Network, this sity provides access to technology resources, including
 free access to computers, internet, along with basic 
instruction on how to use the computer, the internet, and software 
applications for email and word processing.",Norma Sanders,Norma Sanders,,,pcc-greater-auburn-gresham-94,Computer Literacy Training,"A variety of training activities is performed within this CTC. For an update of what is going on at the present time, phone them directly.",,,Norma Sanders,,Jimmy Prude,jprude@gadc.org,41.7504154,-87.6535136
95,yes,missing info on specific computer location in library and contact,greater-grand-crossing-library-1000-e-73rd-street,1042,Greater Grand Crossing Library,Chicago Public Library,"1000 E. 73rd Street Chicago, IL 60619",1000 E. 73rd Street,Chicago,IL,60619,(312) 745-1608,"M, W: 12PM-8PM; TU, TH: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/greater-grand-crossing/,0,1,1,1,,,,,,,,,,,,,,,,,"The Greater Grand Crossing Branch is made possible in part 
through a land donation by the Gary Comer Science and Education 
Foundation. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-greater-grand-crossing-95,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"CyberNavigators offer both small group classes and
one-on-one sessions at 45 library locations throughout the city. One-on-one
sessions are by appointment only and may last up to one hour.

Learn about:

Computer basics 

Email basics 

Internet basics 

Online job searching and resume writing 

Online research methods 

How to use the Chicago Public Library website, including
checking account information and renewing materials 

To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php",http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php,,,,,,41.7622909,-87.6005809
96,yes,updated per Jonathan,greater-southwest-development-corporation-2601-w-63rd-street,,Greater Southwest Development Corporation,Community Technology Center,"2601 W. 63rd Street Chicago, IL 60629",2601 W. 63rd Street,Chicago,IL,60629,(773) 436-1000 x. 106,M: 9AM-5PM,http://www.chicagolawnportal.org,1,1,0,1,,,,,,,,,,,,,,,,,"Part of the Business Resource Network, this sity provides access to technology resources, including
 free access to computers, internet, along with basic 
instruction on how to use the computer, the internet, and software 
applications for email and word processing.","Kara Kennedy, Janice Vinson","kkennedy@lumity.org,  jcarter@lumity.org",,,pcc-greater-southwest-development-96,,,,,Tina James,c.james@greatersouthwest.org,,,41.778888,-87.688728
97,yes,Not Lumity,second-sense-beyond-vision-loss-technology-center-180-n-michigan-avenue-suite-1700,,Second Sense Beyond Vision Loss Technology Center,Community Technology Center,"180 N. Michigan Avenue Suite 1700 Chicago, IL 60601",180 N. Michigan Avenue Suite 1700,Chicago,IL,60601,(312) 236-8569,M-F: 8:30AM-4:30PM,http://www.second-sense.org/programs_ctc_main.asp,0,1,0,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org,  jcarter@lumity.org",@yoursecondsense,,pcc-guild-for-the-97,Technology Solutions and Training,"If you already have computer skills and are just looking to add to your knowledge, we offer a variety of one-day classes on specific topics or individual instruction on more advanced skills.",,,David R. Flament,david.flament@second-sense.org,,,41.8855892,-87.6247969
98,yes,missing info on location of computers and contact,hall-library-4801-s-michigan-avenue,1043,Hall Library,Chicago Public Library,"4801 S. Michigan Avenue Chicago, IL 60615",4801 S. Michigan Avenue,Chicago,IL,60615,(312) 747-2541,"M,W: 10AM-6PM; TU, TH: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/hall/,0,1,1,1,,,,,,,,,,,,,,,,,"The Friends of Libraries USA and Illinois Center for the Book designated George C. Hall Branch as a Literary Landmark in recognition of the Library's promotion of African American literary culture by serving as a meeting place for such writers as Arna Bontemps, Gwendolyn Brooks, Lorraine Hansberry, Langston Hughes, Zora Neale Hurston, Claude McKay and Richard Wright.This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-hall-98,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"CyberNavigators offer both small group classes and
one-on-one sessions at 45 library locations throughout the city. One-on-one
sessions are by appointment only and may last up to one hour.

Learn about:

Computer basics 

Email basics 

Internet basics 

Online job searching and resume writing 

Online research methods 

How to use the Chicago Public Library website, including
checking account information and renewing materials 

To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php",http://www.chipublib.org/eventsprog/programs,,,,,,41.8074455,-87.6227901
99,checked,,harold-washington-college-30-e-lake-street,1001,Harold Washington College,City Colleges of Chicago,"30 E. Lake Street Chicago, IL 60601",30 E. Lake Street,Chicago,IL,60601,(312) 553-3208,Varies— see details,http://www.ccc.edu/colleges/washington/menu/Pages/Computer-Labs.aspx,0,1,1,1,"No unsupervised youth under the age of 16 may access any PCC.  To facilitate use of equipment by youth younger than 16 years of age, supervision must be provided by a parent or guardian who is at least 18 years old and who may consent to various applicable laws, ordinances, policies, procedures, regulations, and rules.  In addition to any and all applicable federal, state, local, municipal and CCC policies, procedures, rules and regulations, all users of CCC information resources must comply with the CCC Responsible Computer Use Policy as provided at Section 6.0 of the CCC Board Policies and Procedures for Management and Government.  A copy of the policy is conveniently located at http://ccc.edu/departments/Documents/BoardPolicies2010-2011.pdf.  Should a new version of the policy be published, it may be found by navigating to the Board Policies and Procedures link off of the CCC Board of Trustees page located at http://ccc.edu/departments/Pages/Board-of-Trustees.aspx.",160,"Jaws, ZoomText, marked w/ signage. Dragon Speak available.",59 Mbps,119.31 Mbps,no,,Provide technology support to users and equipment maintenance,"Public Wifi, signal strenght great.",Paid,"Self Park $14, first come first serve","CTA Red Line State; State Brown, Green, Pink, Orange",unlimited,No Time limit.,"Public computers are available in a number of locations here: First Floor Lobby, 2nd Floor Atrium, Room 404, and open space by elevators on floors 4, 7, 10 and Basement","Doors, restrooms, resource areas","Harold Washington College, a learning-centered urban institution
of higher education, provides year-round access to Public Computing Centers
(PCC) – except when the college is officially closed. 

 

Hours
for Public Computing Center (Room 404) are: Fall and Spring Semesters:
Monday-Thursday 6:00 p.m. - 9:00 p.m., Friday 10:00 a.m. - 7:00 p.m., Saturday
10:00 a.m. - 3:00 p.m.; Summer Semester: Monday -Thursday 9:00 a.m. - 7:00
p.m., Friday 10:00 a.m. - 5:00 p.m. Other BTOP areas (i.e., designated areas in
basement and on floors 4, 7 and 10; 1st floor lobby; 2nd floor atrium)
Monday-Friday 8:00 a.m.- 9:00 p.m., Saturday 8:00 a.m.-4:00p.m.","Willa Morgan, Cleveland Thompson","wmorgan1@ccc.edu, cthompson@ccc.edu",,,pcc-harold-washington-college-99,,,,,Ewa Bejnarowicz,ebejnarowicz@ccc.edu,,hwc-studenthelp@ccc.edu,41.885859,-87.6263932
100,yes,Updated per Lumity site,mercy-housing---harold-washington-ctc-4946-n-sheridan,,Mercy Housing - Harold Washington CTC,Community Technology Center,"4946 N. Sheridan Chicago, IL 60640",4946 N. Sheridan,Chicago,IL,60640,(312) 447-4601,M-F: 9AM to 5PM; Thursday until 6:30pm,http://www.mercyhousing.org,2,1,0,1,,,,,,,,,,,,,,,,,"This site, run by Lumity, Inc., has computers available for public use and offers digital skills training.","Kara Kennedy, Janice Vinson","kkennedy@lumity.org,  jcarter@lumity.org",,,pcc-harold-washington-ctc-100,Computer Literacy Training,"Type of training offered: Basic Digital Literacy; Photo Illustration; Customer & Tech Support; MS Office Suite; Open Source; Social Media (Facebook, Twitter, LinkedIn, You Tube); Google (Gmail email accounts, linked to You Tube, Google Chat).",,,Licia Knight,lknight@mercyhousing.org,,,41.973079,-87.6549261
101,yes,,harold-washington-library-hwlc-400-s-state-street,1044,Harold Washington Library-HWLC,Chicago Public Library,"400 S. State Street Chicago, IL 60605",400 S. State Street,Chicago,IL,60605,(312) 747-4300,"M-TH: 9AM-9PM; F, SA: 9AM-5PM; SU: 1PM-5PM",http://www.chipublib.org/branch/details/library/harold-washington/,0,1,1,1,You must be a current Truman student to use labs.,,,,,,,,,,,,,,,,This library participates in the CyberNavigator program. http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php,Ulo Ormiste,uormiste@chipublib.org,,,pcc-harold-washington-hwlc-101,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"CyberNavigators offer both small group classes and one-on-one sessions at 45 library locations throughout the city. One-on-one sessions are by appointment only and may last up to one hour.
Learn about:
Computer basics 
Email basics 
Internet basics 
Online job searching and resume writing 
Online research methods 
How to use the Chicago Public Library website, including checking account information and renewing materials 
To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php",,,,,,,41.9539814,-87.7174661
102,yes,,harry-s-truman-college-1145-w-wilson,1002,Harry S. Truman College,City Colleges of Chicago,"1145 W. Wilson  Chicago, IL 60640",1145 W. Wilson,Chicago,IL,60640,773-907-4000,Varies— see details,http://www.ccc.edu/colleges/truman/menu/Pages/Computer-Labs.aspx,0,1,1,1,"No unsupervised youth under the age of 16 may access any PCC.  To facilitate use of equipment by youth younger than 16 years of age, supervision must be provided by a parent or guardian who is at least 18 years old and who may consent to various applicable laws, ordinances, policies, procedures, regulations, and rules.  In addition to any and all applicable federal, state, local, municipal and CCC policies, procedures, rules and regulations, all users of CCC information resources must comply with the CCC Responsible Computer Use Policy as provided at Section 6.0 of the CCC Board Policies and Procedures for Management and Government.  A copy of the policy is conveniently located at http://ccc.edu/departments/Documents/BoardPolicies2010-2011.pdf.  Should a new version of the policy be published, it may be found by navigating to the Board Policies and Procedures link off of the CCC Board of Trustees page located at http://ccc.edu/departments/Pages/Board-of-Trustees.aspx.",40,Jaws,57 Mbps,86 Mbps,no,,,"WEP, Open",Free,"Campus Parking Garage, Free","Redline, 300 feet - bus stop within walking",unlimited,Unilimited for now. May change based on usage,First floor computer lab,"Ramps, doors, 2 ADA complient desks.","One of the largest of the City Colleges of Chicago, Truman College provides the surrounding community with access to 40 computers in its first-floor computer lab.

Monday & Wednesday                       3:00 p.m. – 7:30 p.m.
Tuesday, Thursday & Saturday        9:00 a.m.  -  1:00 p.m.","Willa Morgan,Cleveland Thompson","wmorgan1@ccc.edu, cthompson@ccc.edu",,,pcc-harry-s-truman-102,Digital Literacy Training,"City Colleges, in partnership with TEC Services, provide training in Digital Literacy, Microsoft Office and other topics. TEC Services, Inc. offers organized group classes taught by qualified trainers. Classes are located on the first floor at Truman.",,,Mike Kritikos,mkritikos@ccc.edu,,,41.887057,-87.678011
